Socket opened
Attempting to connect to server
Connected to server
Start Time: 1646981640
TC,0,0
Debug:   RRTstar: Planner range detected to be 1.162687
Info:    RRTstar: Started planning with 1 states. Seeking a solution better than 0.00000.
Info:    RRTstar: Initial k-nearest value of 45
Info:    RRTstar: Found an initial solution with a cost of 7.00 in 9 iterations (10 vertices in the graph)
Info:    RRTstar: Created 151 new states. Checked 11476 rewire options. 1 goal states in tree. Final solution cost 5.188
Info:    Solution found in 1.008800 seconds
Info:    SimpleSetup: Path simplification took 0.000548 seconds and changed from 4 to 2 states
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,-0.000127938,-1.89776e-07
TC,-8.52921e-05,-7.90733e-08
TC,-0.000170584,-3.32107e-07
TC,-0.00021323,-4.90254e-07
TC,-0.000255875,-6.64214e-07
TC,-0.000255875,-6.64214e-07
TC,-0.000298521,-8.53989e-07
TC,-0.000298521,-8.53989e-07
TC,-0.000341166,-1.09121e-06
TC,-0.000298521,-8.38175e-07
TC,-0.000298521,-8.38175e-07
TC,-0.000383811,-1.43913e-06
TC,-0.000426456,-1.77123e-06
TC,-0.000426456,-1.77123e-06
TC,-0.000383811,-1.42331e-06
TC,-0.000426456,-1.78705e-06
TC,-0.0004691,-2.16659e-06
TC,-0.0004691,-2.16659e-06
TC,-0.0004691,-2.16659e-06
TC,-0.0004691,-2.16659e-06
TC,-0.000426456,-1.70798e-06
TC,-0.000426456,-1.70798e-06
TC,-0.000383813,-1.20192e-06
TC,-0.000469099,-2.24566e-06
TC,-0.000511741,-2.79916e-06
TC,-0.000511741,-2.79916e-06
TC,-0.000469099,-2.22985e-06
TC,-0.000469099,-2.22985e-06
TC,-0.000426458,-1.6131e-06
TC,-0.000341175,-3.47971e-07
TC,-0.000426457,-1.67635e-06
TC,-0.000426457,-1.67635e-06
TC,-0.000426457,-1.67635e-06
TC,-0.000426457,-1.67635e-06
TC,-0.000383817,-9.17285e-07
TC,-0.000298539,6.32465e-07
TC,-0.000341178,-1.74034e-07
TC,-0.000341178,-1.74034e-07
TC,-0.000383816,-9.96345e-07
TC,-0.000383816,-9.96345e-07
TC,-0.000383816,-9.96345e-07
TC,-0.000426454,-1.83447e-06
TC,-0.000469091,-2.6884e-06
TC,-0.000554366,-4.42789e-06
TC,-0.000554366,-4.42789e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000597002,-5.32926e-06
TC,-0.000554366,-4.41208e-06
TC,-0.000469094,-2.5461e-06
TC,-0.000426459,-1.58149e-06
TC,-0.000469094,-2.56191e-06
TC,-0.000511728,-3.55814e-06
TC,-0.000554362,-4.60181e-06
TC,-0.000554362,-4.60181e-06
TC,-0.000554362,-4.60181e-06
TC,-0.000554362,-4.60181e-06
TC,-0.000511729,-3.51071e-06
TC,-0.000511729,-3.51071e-06
TC,-0.000554361,-4.61762e-06
TC,-0.000596992,-5.74033e-06
TC,-0.000639623,-6.87885e-06
TC,-0.000639623,-6.87885e-06
