Socket opened
Attempting to connect to server
Connected to server
Start Time: 1646981014
TC,0,0
Debug:   RRTstar: Planner range detected to be 1.162687
Info:    RRTstar: Started planning with 1 states. Seeking a solution better than 0.00000.
Info:    RRTstar: Initial k-nearest value of 45
Info:    RRTstar: Found an initial solution with a cost of 2.25 in 17 iterations (16 vertices in the graph)
Info:    RRTstar: Created 1774 new states. Checked 686884 rewire options. 1 goal states in tree. Final solution cost 1.419
Info:    Solution found in 1.000887 seconds
Info:    SimpleSetup: Path simplification took 0.000271 seconds and changed from 3 to 2 states
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,0,0
TC,-4.2646e-05,-3.16293e-08
TC,-4.2646e-05,-3.16293e-08
TC,-1.32665e-10,7.90731e-08
TC,-1.32665e-10,7.90731e-08
TC,4.26457e-05,2.0559e-07
TC,8.52915e-05,3.47922e-07
TC,4.26458e-05,1.89776e-07
TC,-4.26456e-05,-1.58146e-07
TC,-4.26456e-05,-1.58146e-07
TC,-4.68899e-11,4.74439e-08
TC,-4.26455e-05,-1.7396e-07
TC,-4.26455e-05,-1.7396e-07
TC,-0.000127936,-6.48397e-07
TC,-0.000127936,-6.48397e-07
TC,-0.000170581,-9.48873e-07
TC,-0.000127936,-6.32583e-07
TC,-0.000170581,-9.64688e-07
TC,-0.000170581,-9.64688e-07
TC,-0.000170581,-9.64688e-07
TC,-0.000170581,-9.64688e-07
TC,-0.000170581,-9.64688e-07
TC,-0.000127937,-5.21885e-07
TC,-8.52938e-05,-6.32693e-08
TC,-8.52938e-05,-6.32693e-08
TC,-0.000127937,-5.69326e-07
TC,-0.00017058,-1.0912e-06
TC,-0.000127937,-5.21886e-07
TC,-0.000170579,-1.10701e-06
TC,-0.000213221,-1.70795e-06
TC,-0.000213221,-1.70795e-06
TC,-0.000255863,-2.3247e-06
TC,-0.000255863,-2.3247e-06
TC,-0.000298504,-2.95726e-06
TC,-0.000341145,-3.60563e-06
TC,-0.000383786,-4.26982e-06
TC,-0.000426427,-4.94982e-06
TC,-0.000426427,-4.94982e-06
TC,-0.000469067,-5.64564e-06
TC,-0.000469067,-5.64564e-06
TC,-0.000511707,-6.35726e-06
TC,-0.000554347,-7.0847e-06
TC,-0.000596987,-7.82795e-06
TC,-0.000596987,-7.82795e-06
TC,-0.000554347,-7.06889e-06
TC,-0.000596986,-7.84377e-06
TC,-0.000554348,-7.05308e-06
TC,-0.000554348,-7.05308e-06
TC,-0.000511709,-6.24658e-06
TC,-0.000511709,-6.24658e-06
TC,-0.000554347,-7.06889e-06
TC,-0.000596985,-7.90701e-06
TC,-0.000639623,-8.76095e-06
TC,-0.000639623,-8.76095e-06
TC,-0.000596986,-7.85958e-06
TC,-0.000554351,-6.91078e-06
TC,-0.000511716,-5.94617e-06
TC,-0.000511716,-5.94617e-06
TC,-0.000554349,-6.98983e-06
TC,-0.000554349,-6.98983e-06
TC,-0.000511717,-5.89874e-06
TC,-0.000511717,-5.89874e-06
TC,-0.000426455,-3.6217e-06
TC,-0.000383825,-2.45156e-06
TC,-0.000341196,-1.234e-06
TC,-0.000383825,-2.46737e-06
