Socket opened
Attempting to connect to server
Connected to server
Start Time: 1646972433
UC,0,0
Debug:   RRTstar: Planner range detected to be 1.162687
Info:    RRTstar: Started planning with 1 states. Seeking a solution better than 0.00000.
Info:    RRTstar: Initial k-nearest value of 45
Info:    RRTstar: Found an initial solution with a cost of 1.98 in 53 iterations (54 vertices in the graph)
Info:    RRTstar: Created 1883 new states. Checked 739167 rewire options. 1 goal states in tree. Final solution cost 1.483
Info:    Solution found in 1.000249 seconds
Info:    SimpleSetup: Path simplification took 0.000741 seconds and changed from 3 to 2 states
UC,0,0
UC,0,0
UC,0,0
UC,0,0
UC,0.00123673,8.53991e-07
UC,0.00353931,3.71309e-05
UC,0.00767202,0.000213798
UC,0.01133,0.000477718
UC,0.0177354,0.0011371
UC,0.0230202,0.00183458
UC,0.0321143,0.00329878
UC,0.0389886,0.00458641
UC,0.0498716,0.00691934
UC,0.0568793,0.00860283
UC,0.067429,0.0114111
UC,0.0744724,0.013459
UC,0.0848848,0.01674
UC,0.0916703,0.0190392
UC,0.101933,0.0227622
UC,0.108656,0.0253601
UC,0.118841,0.029521
UC,0.125502,0.0323825
UC,0.135336,0.0368217
UC,0.141815,0.0398803
UC,0.15134,0.0445743
UC,0.15779,0.0478842
UC,0.167268,0.0529495
UC,0.173572,0.0564426
UC,0.182965,0.0618365
UC,0.189018,0.0654258
UC,0.198257,0.0710802
UC,0.204285,0.0748719
UC,0.213158,0.0806283
UC,0.219053,0.0845474
UC,0.227859,0.0905577
UC,0.233623,0.0945942
UC,0.242186,0.100728
UC,0.247861,0.104888
UC,0.256325,0.11123
UC,0.261843,0.115457
UC,0.270076,0.12189
UC,0.275477,0.126198
UC,0.283618,0.132815
UC,0.289007,0.137273
UC,0.296908,0.143912
UC,0.302191,0.14843
UC,0.309947,0.155173
UC,0.31509,0.159722
UC,0.322737,0.166589
UC,0.327814,0.171212
UC,0.335336,0.178153
UC,0.340287,0.182785
UC,0.347749,0.189853
UC,0.352582,0.194487
UC,0.359897,0.201585
UC,0.364702,0.206309
UC,0.371903,0.213461
UC,0.376599,0.218174
UC,0.383634,0.225311
UC,0.388282,0.230071
UC,0.395272,0.237312
UC,0.399869,0.242121
UC,0.406676,0.249301
UC,0.4112,0.254121
UC,0.417963,0.2614
UC,0.422386,0.266198
UC,0.429006,0.273435
UC,0.433417,0.278301
UC,0.43998,0.28559
UC,0.444355,0.290488
UC,0.450758,0.297692
UC,0.455102,0.302617
