Socket opened
Attempting to connect to server
Connected to server
Start Time: 1646976763
UC,0,0
Debug:   RRTstar: Planner range detected to be 1.162687
Info:    RRTstar: Started planning with 1 states. Seeking a solution better than 0.00000.
Info:    RRTstar: Initial k-nearest value of 45
Info:    RRTstar: Found an initial solution with a cost of 1.83 in 59 iterations (60 vertices in the graph)
Info:    RRTstar: Created 1883 new states. Checked 739167 rewire options. 1 goal states in tree. Final solution cost 1.427
Info:    Solution found in 1.000857 seconds
Info:    SimpleSetup: Path simplification took 0.000657 seconds and changed from 3 to 2 states
UC,0,0
UC,0,0
UC,0,0
UC,0,0
UC,4.2646e-05,0
UC,0.00349668,3.58026e-05
UC,0.00609637,0.000129499
UC,0.0112453,0.000466837
UC,0.0154058,0.000861984
UC,0.0229786,0.00182098
UC,0.0287524,0.00271353
UC,0.0388221,0.00454413
UC,0.0461281,0.00606636
UC,0.0567164,0.00854476
UC,0.063773,0.0103841
UC,0.0743118,0.0133924
UC,0.0813607,0.0155703
UC,0.0915609,0.0189533
UC,0.0983529,0.021364
UC,0.108561,0.0252341
UC,0.11529,0.0279332
UC,0.125385,0.0322004
UC,0.131894,0.0350893
UC,0.141755,0.0396734
UC,0.148202,0.0427995
UC,0.157867,0.0476908
UC,0.164206,0.051029
UC,0.173713,0.0562203
UC,0.179911,0.0597285
UC,0.189189,0.0651503
UC,0.195324,0.0688507
UC,0.204383,0.0744724
UC,0.210274,0.078242
UC,0.219182,0.0841
UC,0.225054,0.088055
UC,0.23375,0.0940739
UC,0.239496,0.0981362
UC,0.247991,0.104291
UC,0.253647,0.108477
UC,0.262011,0.11481
UC,0.267476,0.119037
UC,0.275681,0.125505
UC,0.281033,0.129806
UC,0.289151,0.136451
UC,0.294463,0.140869
UC,0.30234,0.147537
UC,0.307644,0.152096
UC,0.315281,0.15878
UC,0.320414,0.163341
UC,0.328077,0.170254
UC,0.333111,0.17486
UC,0.340681,0.181874
UC,0.345622,0.186518
UC,0.35301,0.193539
UC,0.357897,0.19824
UC,0.365135,0.205294
UC,0.369937,0.210021
UC,0.37713,0.217182
UC,0.381787,0.221873
UC,0.388816,0.229017
UC,0.393542,0.233879
UC,0.400318,0.240912
UC,0.40494,0.245756
UC,0.411765,0.252977
UC,0.416195,0.25771
UC,0.422957,0.264991
UC,0.427349,0.269758
UC,0.434023,0.277062
UC,0.438437,0.281925
UC,0.444827,0.289026
UC,0.449174,0.293892
UC,0.455713,0.30126
UC,0.459914,0.306028
